tag,sentence
O,ASX
O,ANNOUNCEMENT
O,27
O,February
O,2020
O,NEW
O,HIGH
O,GRADE
O,GOLD
O,RESULTS
O,CONFIRM
O,SIGNIFICANT
O,POTENTIAL
O,AT
O,LORD
O,NELSON
O,","
O,SANDSTONE
O,GOLD
O,PROJECT
B-D,24m
B-E,@
B-P,3.7g/t
B-M,gold
B-E,from
B-D,104m
I-D,(
I-D,70m
I-D,vertical
I-D,)
O,within
O,a
O,broader
O,mineralised
O,zone
B-D,12m
B-E,@
B-P,3.0
I-P,g/t
B-M,gold
B-E,from
B-D,32m
O,Sandstone
O,Gold
O,Project
O,NEXT
O,PHASE
O,OF
O,EXPLORATION
O,UNDERWAY
O,TARGETING
O,EXTENSIONS
O,OF
O,KNOWN
O,Located
O,in
O,a
O,world
O,class
O,gold
O,province
O,in
O,WA
O,HIGH-GRADE
O,GOLD
O,MINERALISATION
O,BOTH
O,ALONG
O,STRIKE
O,AND
O,BENEATH
O,THE
O,HISTORIC
O,LORD
O,NELSON
O,PIT
O,Current
O,resource
O,is
O,5.4Mt
O,@
B-P,1.7
I-P,g/t
B-M,gold
O,for
O,290
O,","
O,000oz
O,HIGHLIGHTS
O,Multiple
O,targets
O,•
O,New
O,assay
O,results
O,from
O,the
O,first
O,nine
O,drill
O,holes
O,of
O,an
O,initial
O,1
O,","
O,500m
O,RC
O,program
O,has
O,confirmed
O,shallow
O,","
O,high
O,grade
O,mineralisation
O,including
B-D,24m
B-E,@
B-P,3.7g/t
B-M,gold
O,Multi
O,million
O,oz
O,potential
O,from
O,104m
O,(
O,70m
O,Vertical
O,Depth
O,)
O,~200m
O,to
O,the
O,south
O,of
O,the
O,historical
O,Lord
O,Nelson
O,pit
O,Significant
O,landholding
O,of
O,over
O,800km2
O,within
O,a
O,major
O,•
O,Mineralisation
O,style
O,and
O,geological
O,setting
O,of
O,this
O,lode
O,is
O,identical
O,to
O,that
O,of
O,the
O,gold
O,district
O,Lord
O,Nelson
O,deposit.
O,•
O,The
O,early
O,success
O,of
O,this
O,RC
O,drilling
O,program
O,demonstrates
O,the
O,potential
O,for
O,more
O,Capital
O,Structure
O,Lord
O,Nelson
O,style
O,mineralisation
O,to
O,be
O,discovered
O,in
O,vicinity
O,of
O,the
O,open
O,pit.
O,Issued
O,Shares
O,:
O,294m
O,•
O,Drilling
O,is
O,ongoing
O,with
O,further
O,assays
O,pending
O,release
O,as
O,and
O,when
O,available
O,Share
O,Price
O,:
O,$0.065
O,•
O,Up
O,to
O,a
O,further
O,3
O,","
O,500m
O,of
O,deeper
O,drilling
O,is
O,about
O,to
O,commence
O,to
O,test
O,the
O,down
O,Market
O,Cap
O,:
O,$19m
O,dip
O,and
O,plunge
O,of
O,known
O,mineralisation
O,in
O,the
O,fresh
O,rock
O,to
O,300m
O,below
O,the
O,historic
O,Lord
O,Nelson
O,pit
O,Directors
O,Non-
O,Executive
O,Chairman
O,•
O,Targets
O,are
O,analogous
O,to
O,depth
O,extensions
O,demonstrated
O,for
O,many
O,other
O,major
O,Terry
O,Wheeler
O,Yilgarn
O,orogenic
O,gold
O,deposits
O,Non-Executive
O,Director
O,•
O,Alto
O,’
O,s
O,Sandstone
O,Gold
O,Project
O,covers
O,+800km2
O,and
O,comprises
O,the
O,vast
O,majority
O,Matthew
O,Bowles
O,of
O,the
O,highly
O,prospective
O,and
O,under-explored
O,Sandstone
O,Greenstone
O,Belt
O,Non-Executive
O,Director
O,•
O,Sandstone
O,has
O,historically
O,produced
O,over
O,1Moz
O,and
O,orogenic
O,gold
O,systems
O,typically
O,host
O,multi
O,million
O,ounce
O,deposits
O,Dr
O,Jingbin
O,Wang
O,•
O,Two
O,unsolicited
O,takeover
O,offers
O,in
O,less
O,than
O,12
O,months
O,highlights
O,the
O,Company
O,Secretary
O,&
O,CFO
O,attractiveness
O,of
O,the
O,Sandstone
O,Gold
O,Project
O,Graeme
O,Smith
O,Contact
O,details
O,“
O,These
O,latest
O,step
O,out
O,drilling
O,results
O,have
O,confirmed
O,a
O,new
O,","
O,wide
O,gold
O,lode
O,","
O,that
O,is
O,Suite
O,9
O,","
O,12-14
O,Thelma
O,St
O,shallow
O,and
O,remains
O,open
O,along
O,strike
O,and
O,at
O,depth
O,","
O,200m
O,to
O,the
O,south
O,of
O,the
O,Lord
O,West
O,Perth
O,WA
O,6005
O,Nelson
O,open
O,pit.
O,Importantly
O,","
O,the
O,mineralisation
O,style
O,and
O,geological
O,setting
O,of
O,this
O,lode
O,is
O,identical
O,to
O,the
O,that
O,of
O,the
O,Lord
O,Nelson
O,deposit.
O,T
O,:
O,61
O,8
O,9381
O,2808
