tag,sentence
O,11
O,November
O,2020
O,Kingwest
O,Resources
O,Ltd
O,Drilling
O,at
O,Menzies
O,continues
O,to
O,extend
O,high-grade
O,Mineral
O,Resources
O,ASX
O,:
O,KWR
O,HIGHLIGHTS
O,Shares
O,on
O,Issue
O,153
O,","
O,693
O,","
O,858
O,Exceptional
O,gold
O,intersections
O,returned
O,in
O,Stirling
O,Deposit
O,Mineral
O,Resource
O,Directors
O,&
O,Management
O,drilling
O,at
O,Menzies
O,including
O,:
O,Chairman
B-E,•
B-D,2m
B-E,@
B-P,37.71
I-P,g/t
B-M,Au
B-E,from
B-D,63m
B-E,in
B-H,KWR124
O,Adrian
O,Byass
B-E,•
B-D,1m
B-E,@
B-P,56.54
I-P,g/t
B-M,Au
B-E,from
B-D,56m
B-E,in
B-H,KWR123
O,CEO
B-E,•
B-D,5m
B-E,@
B-P,9.83
I-P,g/t
B-M,Au
B-E,from
B-D,40m
B-E,","
I-E,inc
B-D,1m
B-E,@
B-P,38.75
I-P,g/t
B-M,Au
B-E,","
I-E,from
B-D,43m
B-E,in
B-H,Ed
I-H,Turner
I-H,KWR122
O,Non
O,Executive
O,Directors
B-E,•
B-D,5m
B-E,@
B-P,4.26
I-P,g/t
B-M,Au
B-E,from
B-D,38m
B-E,","
I-E,inc
B-D,1m
B-E,@
B-P,16.15
I-P,g/t
B-M,Au
B-E,","
I-E,from
B-D,38m
B-E,in
B-H,Stephen
I-H,Brockhurst
I-H,Jonathan
I-H,Downes
I-H,KWR118
O,Jon
O,Price
B-E,•
B-D,1m
B-E,@
B-P,21.99
I-P,g/t
B-M,Au
B-E,from
B-D,30m
B-E,in
B-H,KWR113
B-E,•
B-D,1m
B-E,@
B-P,8.35
I-P,g/t
B-M,Au
B-E,from
B-D,26m
B-E,in
B-H,KWR115
O,Company
O,Secretary
O,Stephen
O,Brockhurst
O,Additional
O,single
O,metre
O,re-splits
O,from
O,earlier
O,drilling
O,at
O,Selkirk
O,and
O,Pericles
O,Principal
O,Place
O,of
O,Business
O,Unit
O,3
O,","
O,Churchill
O,Court
O,included
O,:
O,335
O,Hay
O,Street
O,Subiaco
O,WA
O,6008
B-E,•
B-D,2m
B-E,@
B-P,10.24
I-P,g/t
B-M,Au
B-E,from
B-D,78m
B-E,in
B-H,KWR082
B-E,•
B-D,1m
B-E,@
B-P,9.08
I-P,g/t
B-M,Au
