tag,sentence
O,ASX
O,RELEASE-25
O,February
O,2022
O,Exploration
O,Update
O,t
O,Drilling
O,Program
O,Underway
O,at
O,Burns
O,•
O,An
O,aircore
O,drilling
O,program
O,has
O,recommenced
O,and
O,is
O,underway
O,at
O,the
O,Burns
O,Cu
O,Au
O,prospect
O,to
O,follow
O,up
O,recently
O,discovered
O,gold
O,intersections
O,beneath
O,Lake
O,Randall
O,•
O,The
O,program
O,is
O,designed
O,to
O,infill
O,and
O,expand
O,the
O,footprint
O,of
O,the
O,recently
O,reported
O,high-
O,grade
O,gold
O,intersections
O,hosted
O,within
O,diorite
O,porphyry
O,from
O,the
O,early-stage
O,AC
O,drilling
O,completed
O,in
O,late
O,2021.
O,Significant
O,results
O,from
O,that
O,program
O,include
O,:
B-E,•
B-D,16m
B-E,@
B-P,3.79g/t
B-M,Au
B-E,from
B-D,20m
B-E,in
B-H,LEFA1088
B-E,Including
B-D,8m
B-E,at
B-P,7.31g/t
B-M,Au
B-E,from
B-D,20m
B-E,•
B-D,24m
B-E,@
B-P,2.86g/t
B-M,Au
B-E,from
B-D,16m
B-E,in
B-H,LEFA1089
B-E,Including
B-D,16m
B-E,at
B-P,4.04g/t
B-M,Au
B-E,from
B-D,20m
O,•
O,A
O,total
O,of
O,55
O,vertical
O,holes
O,for
O,an
O,estimated
O,2
O,","
O,200m
O,will
O,cover
O,a
O,broad
O,area
O,on
O,a
O,40m-by-
O,40m
O,pattern
O,","
O,the
O,results
O,from
O,which
O,will
O,guide
O,follow
O,up
O,deeper
O,RC
O,drilling
O,•
O,Samples
O,from
O,this
O,program
O,will
O,be
O,prioritised
O,for
O,analysis
O,based
O,on
O,lithologies
O,intersected
O,with
O,initial
O,results
O,expected
O,in
O,April
O,•
O,A
O,further
O,3
O,","
O,313
O,samples
O,remain
O,pending
O,for
O,from
O,an
O,additional
O,301
O,AC
O,drill
O,holes
O,drilled
O,over
O,a
O,broad
O,in
O,Lake
O,Randall
O,","
O,including
O,Burns
O,","
O,since
O,December
O,2021.
O,These
O,results
O,are
O,expected
O,to
O,be
O,reported
O,over
O,the
O,next
O,two
O,months.
O,AC
O,drilling
O,at
O,Burns
O,Lefroy
O,Exploration
O,Managing
O,Director
O,","
O,Wade
O,Johnson
O,said
O,“
O,We
O,are
O,excited
O,to
O,be
O,back
O,out
O,drilling
O,on
O,Lake
O,Randall
O,to
O,expand
O,the
O,Burns
O,geochemical
O,footprint
O,to
O,provide
O,the
O,vectors
O,for
O,follow
O,up
O,deeper
O,evaluation
O,with
O,RC
O,drilling.
O,We
O,continue
O,to
O,test
O,the
O,limits
O,of
O,this
O,unique
O,intrusion
O,related
O,Cu
O,Au
O,system
O,beneath
O,Lake
O,Randall
O,and
O,this
O,footprint
O,AC
O,drilling
O,campaign
O,that
O,commenced
O,in
O,November
O,last
O,year
O,","
O,has
O,already
O,yielded
O,exceptional
O,results
O,like
O,that
O,in
O,LEFA1089
O,","
O,with
O,a
O,strong
O,pipeline
O,of
O,results
O,to
O,follow
O,”
O,E
O,:
O,inf
O,o@lefroyex.com
O,ASX
O,Code
O,:
O,LEX
O,Australian
O,Registered
O,Office
O,T
O,:
O,+61
O,8
O,9321
O,0984
O,Shares
O,on
O,Issue
O,:
O,146M
O,Level
O,3
O,","
O,7
O,Rheola
O,St
O,ARBN
O,:
O,052
O,123
O,930
O,Market
O,Capitalisation
O,:
O,$48.9m
O,West
O,Perth
O,","
O,6005
O,www.lefroyex.com
O,ASX
O,A
O,nnouncement
O,25
O,February
O,2022
O,Lefroy
O,Exploration
O,Limited
O,(
O,ASX
O,:
O,LEX
O,)
O,(
O,“
O,Lefroy
O,”
O,or
O,“
O,the
O,Company
O,”
O,)
O,is
O,pleased
O,to
O,announce
O,that
O,an
O,aircore
O,(
O,AC
O,)
O,drilling
O,program
O,has
O,recommenced
O,and
O,is
O,underway
O,at
O,the
O,Burns
O,Cu
O,Au
O,prospect
O,located
O,within
O,the
O,Company
O,’
O,s
O,wholly
O,owned
O,Eastern
O,Lefroy
O,Project
O,","
O,70km
O,’
O,s
O,southeast
O,of
O,Kalgoorlie.
O,The
O,AC
O,drilling
O,is
O,following
