tag,sentence
O,ASX
O,Announcement
O,3
O,December
O,2021
O,Drilling
O,confirms
O,extension
O,of
O,mineralisation
O,at
O,depth
O,at
O,y
O,Rosella
O,Open-Pit
O,l
O,ResultscontinuetoexpandResourceupgradepotential
O,at
O,MarymiaGoldProject
O,n
O,Highlights
O,o
O,•
O,Results
O,received
O,from
O,remaining
O,holes
O,at
O,Rosella
O,open-pit
O,as
O,part
O,of
O,Vango
O,’
O,s
O,2021
O,open-pit
O,focused
O,drilling
O,campaign
O,e
O,•
O,Results
O,confirm
O,the
O,continuity
O,of
O,the
O,gold
O,structure
O,at
O,depth
O,across
O,the
O,open-pit
O,footprint
O,","
O,and
O,include
O,:
O,s
B-E,o
B-D,2m
B-E,@
B-P,1.2
I-P,g/t
B-M,Au
B-E,from
B-D,89m
B-E,in
B-H,VRORC0002
B-E,o
B-D,1m
B-E,@
B-P,2.2
I-P,g/t
B-M,Au
B-E,from
B-D,50m
B-E,in
B-H,VRORC0003
O,u
B-E,o
B-D,3m
B-E,at
B-P,2.6
I-P,g/t
B-M,Au
B-E,from
B-D,101m
B-E,in
B-H,VRORC0003
B-E,incl
B-D,1m
B-E,@
B-P,6.7
I-P,g/t
B-M,Au
B-E,from
B-D,102m
B-E,o
B-D,1m
B-E,at
B-P,4.0
I-P,g/t
B-M,Au
B-E,from
B-D,54m
B-E,in
B-H,VRORC0001
O,l
B-E,o
B-D,3m
B-E,at
B-P,10.0
I-P,g/t
B-M,Au
B-E,from
B-D,80m
B-E,in
B-H,VRORC0001
B-E,incl.
B-D,1m
B-E,@
B-P,27.0
I-P,g/t
B-M,Au
B-E,from
B-D,80m
O,a
B-E,o
B-D,11m
B-E,at
B-P,4
I-P,g/t
B-M,Au
B-E,from
B-D,83m
B-E,in
B-H,VRORC0004
B-E,incl.
B-D,6m
B-E,at
B-P,6.6
I-P,g/t
B-M,Au
B-E,from
B-D,85m
O,•
O,In
O,addition
O,to
O,current
O,results
O,","
O,historic
O,drilling
O,delivered
O,multiple
O,high-grade
O,gold
O,n
O,intersections
O,at
O,the
O,Rosella
O,open-pit
O,including
O,:
B-E,o
B-D,8m
B-E,at
B-P,10.5
I-P,g/t
B-M,Au
B-E,from
B-D,44m
B-E,in
B-H,RODD0062
O,o
B-E,o
B-D,7m
B-E,at
B-P,5.3
I-P,g/t
B-M,Au
B-E,from
B-D,83m
B-E,in
B-H,RORC0031
B-E,incl.
B-D,1m
B-E,at
B-P,29.7
I-P,g/t
B-M,Au
B-E,from
B-D,86m
B-E,o
B-D,2m
B-E,at
B-P,4.4
I-P,g/t
B-M,Au
B-E,from
B-D,24m
B-E,in
B-H,PBP01339
O,s
B-E,o
B-D,5m
B-E,at
B-P,2.8
I-P,g/t
B-M,Au
B-E,from
B-D,71m
B-E,in
B-H,PBR1749
O,r
B-E,o
B-D,5m
B-E,at
B-P,5.4
I-P,g/t
B-M,Au
B-E,from
B-D,59m
B-E,in
B-H,PBRC0022
B-E,incl.
B-D,3m
B-E,at
B-P,1.4
I-P,g/t
B-M,Au
B-E,from
B-D,61m
O,e
B-E,o
B-D,8m
B-E,at
B-P,3.6
I-P,g/t
B-M,Au
B-E,from
B-D,69m
B-E,in
B-H,RORC0030
B-E,o
B-D,12m
B-E,at
B-P,2.1
I-P,g/t
B-M,Au
B-E,from
B-D,76m
B-E,in
B-H,RORC0032
O,p
B-E,o
B-D,8m
B-E,at
B-P,3.7
I-P,g/t
B-M,Au
B-E,from
B-D,81m
B-E,in
B-H,RORC0034
O,•
O,The
O,11
O,open-pits
O,targeted
O,in
O,Vango
O,’
O,s
O,current
O,drilling
O,campaign
O,are
O,NOT
O,part
O,of
O,the
O,existing
O,Resource
O,at
O,the
O,Marymia
O,Project
O,–
O,results
O,from
O,the
O,current
O,campaign
O,r
O,plus
O,historic
O,results
O,are
O,to
O,be
O,included
O,in
O,a
O,Resource
O,upgrade
O,in
O,2022
O,o
O,•
O,Further
O,results
O,from
O,the
O,ongoing
O,open-pit
O,focused
O,drilling
O,campaign
O,will
O,be
O,released
O,as
O,they
O,become
O,available
O,F
O,Vango
O,Mining
O,Limited
O,(
O,Vango
O,","
O,ASX
O,:
O,VAN
O,)
O,is
O,pleased
O,to
O,announce
O,further
O,gold
O,intersections
O,from
O,its
O,ongoing
O,open-pit
O,focused
O,drilling
O,campaign
O,drilling
O,at
O,the
O,Company
O,’
O,s
O,flagship
O,Marymia
O,Gold
O,Project
O,(
O,Marymia
O,","
O,the
O,Project
O,)
O,in
O,the
O,Mid-West
O,region
O,of
O,Western
O,Australia.
O,The
O,latest
O,results
O,are
O,from
O,the
O,remaining
O,two
O,holes
