tag,sentence
O,A
O,modern
O,mining
O,company
O,22
O,February
O,2018
O,The
O,Manager
O,","
O,Companies
O,Australian
O,Securities
O,Exchange
O,Companies
O,Announcement
O,Centre
O,20
O,Bridge
O,Street
O,Sydney
O,NSW
O,2000
O,Dear
O,Sir/Madam
O,","
O,OZ
O,Minerals
O,2017
O,Annual
O,and
O,Sustainability
O,Report
O,OZ
O,Minerals
O,today
O,announced
O,its
O,results
O,for
O,the
O,full
O,year
O,ended
O,31
O,December
O,2017.
O,Attached
O,is
O,the
O,2017
O,Annual
O,and
O,Sustainability
O,Report
O,including
O,:
O,•
O,Directors
O,’
O,Report
O,•
O,Remuneration
O,Overview
O,and
O,Report
O,•
O,FY17
O,Financial
O,Report
O,•
O,Sustainability
O,Report
O,Sincerely
O,","
O,Michelle
O,Pole
O,Company
O,Secretary
O,and
O,Senior
O,Legal
O,Counsel
O,OZ
O,Minerals
O,Limited
O,|
O,ABN
O,:
O,40
O,005
O,482
O,824
O,|
O,Level
O,1
O,","
O,162
O,Greenhill
O,Road
O,","
O,Parkside
O,South
O,Australia
O,5063
O,T
O,:
O,+61
O,8
O,8229
O,6600
O,|
O,F
O,:
O,+61
O,8
O,8229
O,6601
O,|
O,info@ozminerals.com
O,|
O,www.ozminerals.com
O,2
O,0
O,1
O,7
O,A
O,n
O,n
O,u
O,a
O,l
O,a
O,n
O,d
O,S
O,u
O,s
O,t
O,a
O,i
O,n
O,a
O,b
O,i
O,l
O,i
O,t
O,y
O,R
O,e
O,p
O,o
O,r
O,t
O,O
O,Z
O,M
O,in
O,e
O,r
O,a
O,ls
O,L
O,im
O,it
O,e
O,d
O,A
O,B
O,N
O,4
O,2017
O,0
O,0
O,0
O,Annual
O,and
O,5
O,4
O,8
O,Sustainability
O,2
O,82
O,Report
O,4ContentS
O,0011
O,Contents
O,2017
O,Snapshot
O,02
O,Message
O,from
O,the
O,Chairman
O,and
O,CEO
O,05
O,Operating
O,review
O,06
O,Company
O,Strategy
O,06
O,Prominent
O,Hill
O,08
O,Carrapateena
O,10
O,West
O,Musgrave
O,12
O,Exploration
O,and
O,Growth
O,13
O,Governance
O,14
O,Directors
O,’
O,Report
O,19
O,Financial
O,Review
O,29
O,Remuneration
O,Overview
O,and
O,Report
O,37
