tag,sentence
O,ASX
O,Announcement
O,17
O,December
O,2021
O,Sandstone
O,Gold
O,Project
O,","
O,Western
O,Australia
O,Shallow
O,","
O,high-grade
O,gold
O,from
O,Lord
O,Henry
O,&
O,Exploration
O,update
O,RC
O,drilling
O,at
O,Lord
O,Henry
O,delivers
O,shallow
O,gold
O,intercepts
O,","
O,including
B-D,35m
B-E,@
B-P,2.2
I-P,g/t
B-M,gold
B-E,from
B-D,43m
I-D,24m
B-E,@
B-P,2.3
I-P,g/t
B-M,gold
B-E,from
B-D,31m
O,Preparations
O,for
O,gravity
O,and
O,IP
O,surveys
O,underway
O,","
O,drilling
O,to
O,recommence
O,in
O,February
O,and
O,an
O,updated
O,mineral
O,resource
O,estimate
O,on
O,track
O,for
O,delivery
O,next
O,quarter
O,Highlights
O,Lord
O,Henry
O,•
O,New
O,assay
O,results
O,from
O,RC
O,drilling
O,south
O,of
O,the
O,Lord
O,Henry
O,open
O,pit
O,have
O,been
O,received
O,","
O,with
O,new
O,results
O,returning
O,further
O,high-grade
O,gold
O,:
B-D,24m
B-E,@
B-P,2.3
I-P,g/t
B-M,gold
B-E,from
B-D,31m
O,","
O,incl.
B-D,4m
B-E,@
B-P,10.9
I-P,g/t
B-M,gold
B-E,from
B-D,32m
B-H,(
I-H,SRC525
I-H,)
B-E,o
B-D,15m
B-E,@
B-P,1.0
I-P,g/t
B-M,gold
B-E,from
B-D,63m
B-H,(
I-H,SCR524
I-H,)
O,o
O,•
O,Latest
O,one-metre
O,assay
O,results
O,from
O,previously
O,reported
O,four-metre
O,composites
O,from
O,extensional
O,RC
O,drilling
O,north
O,of
O,the
O,Lord
O,Henry
O,open
O,pit
O,","
O,have
O,confirmed
O,high-grade
O,gold
O,mineralisation
O,including
O,:
B-D,35m
B-E,@
B-P,2.2
I-P,g/t
B-M,gold
B-E,from
B-D,43m
O,","
O,incl
B-D,2m
B-E,@
B-P,24.5
I-P,g/t
B-M,gold
B-E,from
B-D,73m
O,and
B-D,1m
B-E,@
B-P,14.5
I-P,g/t
B-M,gold
B-E,from
B-D,87m
B-H,(
I-H,SRC380
I-H,)
B-E,o
B-D,15m
B-E,@
B-P,1.7
I-P,g/t
B-M,gold
B-E,from
B-D,14m
O,","
O,incl.
B-D,3m
B-E,@
B-P,5.2
I-P,g/t
B-M,gold
B-E,from
B-D,14m
B-H,(
I-H,SRC374
I-H,)
B-E,o
B-D,8m
B-E,@
B-P,2.7
I-P,g/t
B-M,gold
B-E,from
B-D,60m
O,","
O,incl
B-D,1m
B-E,@
B-P,18.6
I-P,g/t
B-M,gold
B-E,from
B-D,65m
B-H,(
I-H,SRC381
I-H,)
O,o
O,•
O,The
O,high-grade
O,gold
O,mineralisation
O,at
O,Lord
O,Henry
O,is
O,within
O,multiple
O,stacked
O,lodes
O,","
O,that
O,remain
O,open
O,to
O,the
O,north.
O,Exploration
O,update
O,•
O,Assays
O,still
O,pending
O,for
O,over
O,50
O,RC
O,holes
O,","
O,mainly
O,from
O,Lord
O,Henry
O,","
O,Vanguard
O,and
O,Indomitable.
O,•
O,Preparations
O,are
O,underway
O,to
O,commence
O,a
O,gravity
O,survey
O,over
O,the
O,Lords
O,Corridor
O,in
O,early
O,January
O,","
O,to
O,assist
O,in
O,targeting
O,the
O,‘
O,damage
O,zone
O,’
O,of
O,the
O,Lords
O,granodiorite
O,along
O,the
O,contact
O,of
O,the
O,ultramafic
O,footwall
O,","
O,at
O,depth.
O,•
O,Preparations
O,are
O,also
O,underway
O,to
O,undertake
O,an
O,induced
O,polarisation
O,(
O,IP
O,)
O,survey
O,over
O,an
O,initial
O,3km
O,of
O,the
O,Vanguard
O,trend
O,","
O,to
O,be
O,incorporated
O,into
O,a
O,three-dimensional
O,(
O,3D
O,)
O,inversion
O,model
O,to
O,assist
O,in
O,targeting
O,(
O,3D-IP
O,)
O,•
O,Work
O,on
O,the
O,updated
O,Mineral
O,Resource
O,Estimate
O,is
O,progressing
O,well
O,and
O,is
O,on
O,track
O,for
O,release
O,by
O,the
O,end
O,of
O,the
O,March
O,quarter
O,2022
O,","
O,subject
O,to
O,further
O,assays
O,pending.
O,•
O,The
O,current
O,JORC
O,2012
O,Mineral
O,Resource
O,Estimate
O,at
O,the
O,Sandstone
O,Gold
O,Project
O,is
O,6.2Mt
O,@
O,1.7
O,g/t
O,gold
O,for
O,331
O,","
O,000oz.
O,These
O,resources
O,are
O,shallow
O,","
O,defined
O,to
O,a
O,depth
O,of
O,less
O,than
O,200m
O,and
O,remain
O,open.
O,•
O,Alto
O,’
O,s
O,Sandstone
O,Gold
O,Project
O,(
O,100%
O,)
O,covers
