tag,sentence
O,ASX
O,RELEASE
O,Australian
O,Securities
O,Exchange
O,Limited
O,Via
O,e-lodgement
O,ASX
O,Code
O,:
O,OZZ
O,Friday
O,","
O,4th
O,March
O,2022
O,OZZ
O,ACQUIRES
O,HISTORIC
O,HIGH-GRADE
O,LEONORA
O,GOLDFIELD
O,Strategic
O,acquisition
O,further
O,strengthens
O,OZZ
O,’
O,s
O,exploration
O,pipeline
O,in
O,Tier-1
O,mining
O,district
O,Key
O,Points
O,:
O,•
O,OZZ
O,has
O,expanded
O,its
O,footprint
O,in
O,the
O,highly
O,prospective
O,Leonora
O,district
O,by
O,acquiring
O,the
O,Linger
O,and
O,Die
O,Goldfield.
O,•
O,The
O,tenements
O,have
O,the
O,potential
O,to
O,host
O,high-grade
O,gold
O,mineralisation
O,","
O,with
O,historical
O,mining
O,delivering
O,grades
O,of
O,1-2
O,ounces
O,per
O,tonne.
O,•
O,Drill
O,testing
O,to
O,date
O,has
O,been
O,largely
O,shallow
O,and
O,patchy
O,in
O,a
O,structurally
O,complex
O,area
O,","
O,providing
O,significant
O,potential
O,for
O,new
O,discoveries.
O,•
O,An
O,historical
O,intercept
O,of
B-D,9m
B-E,@
B-P,17.04g/t
B-M,Au
B-E,from
B-D,76-85m
B-H,(
I-H,DWRC013
I-H,)
O,is
O,indicative
O,of
O,the
O,area
O,’
O,s
O,untested
O,potential.
O,•
O,Potential
O,for
O,toll
O,treatment
O,of
O,high-grade
O,mineralisation
O,at
O,nearby
O,Leonora
O,processing
O,plants.
O,•
O,Outright
O,asset
O,purchase
O,","
O,with
O,the
O,consideration
O,comprising
O,cash
O,","
O,shares
O,and
O,a
O,royalty.
O,WA-focused
O,gold
O,explorer
O,OZZ
O,Resources
O,Limited
O,(
O,ASX
O,Code
O,:
O,OZZ
O,–
O,“
O,OZZ
O,Resources
O,”
O,)
O,is
O,pleased
O,to
O,announce
O,the
O,strategic
O,acquisition
O,of
O,an
O,entire
O,historical
O,goldfield
O,in
O,the
O,highly
O,prospective
O,Leonora
O,mining
O,district
O,","
O,further
O,strengthening
O,its
O,already
O,substantial
O,exploration
O,footprint
O,in
O,the
O,area.
O,The
O,Company
O,has
O,acquired
O,four
O,tenements
O,containing
O,the
O,significant
O,historic
O,Linger
O,and
O,Die
O,mining
O,operation
O,","
O,contiguous
O,with
O,its
O,recently
O,acquired
O,Pinnacle
O,Well
O,Project
O,","
O,located
O,30km
O,north
O,of
O,Leonora
O,(
O,see
O,Figure
O,2
O,)
O,.
O,The
O,acquisition
O,–
O,for
O,consideration
O,comprising
O,cash
O,and
O,shares
O,–
O,is
O,for
O,100%
O,of
O,the
O,tenements
O,and
O,includes
O,an
O,established
O,7-bedroom
O,mining
O,camp
O,that
O,will
O,be
O,used
O,to
O,support
O,OZZ
O,’
O,s
O,exploration
O,efforts
O,in
O,the
O,area.
O,OZZ
O,Managing
O,Director
O,","
O,Jonathan
O,Lea
O,","
O,commented
O,:
O,“
O,Given
O,the
O,historic
O,production
O,","
O,which
O,saw
O,grades
O,typically
O,exceeding
O,an
O,ounce
O,to
O,the
O,tonne
O,","
O,this
O,acquisition
O,provides
O,scope
O,for
O,the
O,definition
O,of
O,high-grade
O,Resources
O,that
O,could
O,be
O,toll-treated
O,at
O,nearby
O,plants
O,or
O,form
O,the
O,basis
O,of
O,a
O,standalone
O,operation
O,in
O,conjunction
O,with
O,the
O,adjacent
O,and
O,highly
O,prospective
O,Pinnacle
O,Well
O,and
O,Mt
O,Davis
O,Projects.
O,”
O,“
O,With
O,existing
O,understanding
O,of
O,the
O,geological
O,controls
O,on
O,mineralisation
O,being
O,limited
O,","
O,and
O,with
O,only
O,patchy
O,and
O,typically
O,shallow
O,drilling
O,completed
O,to
O,date
O,","
O,there
O,are
O,multiple
O,","
O,high-potential
O,targets
O,to
O,be
O,drill
O,tested
O,in
O,2022
O,and
O,beyond.
O,”
O,“
O,This
O,is
O,a
O,fantastic
O,addition
O,to
O,our
O,Leonora
O,portfolio
O,","
O,and
O,we
O,look
O,forward
O,to
O,getting
O,on
O,the
O,ground
O,in
O,the
O,near
O,future
O,to
O,commence
O,exploration
O,activities.
O,”
O,Figure
O,1
O,–
O,OZZ
O,Resources'
O,WA
O,gold
O,projects
O,Ozz
O,Resources
O,I
O,ACN
O,643
O,844
O,544
O,I
O,9/186
O,Hay
O,Street
O,","
O,Subiaco
O,","
O,WA
O,6008
O,I
O,www.ozzresources.com.au
O,Project
O,Summary
O,The
O,Linger
O,and
O,Die
O,Goldfield
O,(
O,also
O,known
O,as
O,Dodgers
O,Well
O,)
O,is
O,a
O,collection
O,of
O,15
O,defined
O,historical
O,prospects
O,covering
O,an
O,area
O,extending
O,over
O,1km
O,east-west
O,and
O,2km
O,north-south
O,and
O,has
O,a
O,similar
O,prospective
O,geological
O,setting
O,to
O,the
O,nearby
O,4.1Moz
O,King
O,of
O,the
O,Hills
O,deposit.
O,Historical
O,production
O,records
O,indicate
O,that
O,average
O,grades
O,of
O,between
O,1-2
O,ounces
O,per
O,tonne
O,were
O,extracted
O,from
O,the
O,late
O,1800
O,’
O,s.
O,Two
O,small
O,open
O,cuts
O,(
O,<30m
O,deep
O,)
O,were
O,developed
O,in
O,the
O,1980
O,’
O,s/90
O,’
O,s
O,and
O,toll-treated
O,at
O,nearby
O,plants
O,or
O,the
O,state
O,battery
O,in
O,Leonora.
O,One
O,pit
O,returned
O,processed
O,grades
O,in
O,excess
O,of
O,10g/t
O,and
O,the
O,other
O,approximately
O,4g/t.
O,The
O,tenements
O,are
O,currently
O,the
O,site
O,of
O,a
O,small
O,crushing
O,and
O,gravity
O,gold
O,plant
O,that
O,is
O,retreating
O,historical
O,dumps
O,and
O,treating
O,alluvial
O,material
O,and
O,some
O,primary
O,ores.
O,Treatment
O,records
O,for
O,all
O,forms
O,of
O,mineralisation
O,indicate
O,the
O,presence
O,of
O,coarse
O,gold
O,with
O,generally
O,high
O,metallurgical
O,recoveries.
O,Exploration
O,coverage
O,to
O,date
O,has
O,been
O,uneven
O,and
O,generally
O,focused
O,on
O,potential
O,near-surface
O,high-grade
O,zones
O,that
O,were
O,justifiable
O,at
O,the
O,time
O,","
O,with
O,a
O,much
O,lower
O,gold
O,price
O,than
O,today.
O,Only
O,in
O,the
O,past
O,decade
O,has
O,a
O,greater
O,understanding
O,of
O,the
O,likely
O,mineralisation
O,controls
O,been
O,developed
O,and
O,many
O,targets
O,and
O,potential
O,extensions
O,remain
O,either
O,untested
O,or
O,poorly
O,tested.
O,No
O,drilling
O,has
O,been
O,undertaken
O,at
O,the
O,project
O,since
O,2014.
O,There
O,are
O,believed
O,to
O,be
O,two
O,main
O,structural
O,controls
O,on
O,the
