tag,sentence
O,ASX
O,Announcement
O,28th
O,February
O,2022
O,2
O,","
O,563ppm
O,REO
O,in
O,Drilling
O,at
O,Cascade
O,REE
O,Project
O,
O,Historical
O,assay
O,results
O,relating
O,to
O,4
O,","
O,426m
O,of
O,reconnaissance
O,drilling
O,completed
O,between
O,2012
O,and
O,2015
O,across
O,the
O,100km
O,long
O,southern
O,corridor
O,of
O,the
O,Cascade
O,Rare
O,Earth
O,Project
O,have
O,been
O,retrieved
O,","
O,compiled
O,and
O,reviewed
O,by
O,the
O,Company
O,
O,The
O,final
O,metre
O,of
O,each
O,drill
O,hole
O,was
O,assayed
O,for
O,a
O,partial
O,suite
O,of
O,rare
O,earth
O,elements
O,(
O,three
O,of
O,the
O,15
O,REE
O,)
O,and
O,Scandium
O,:
O,m
O,Lanthanum
O,Cerium
O,Praseodymiu
O,Neodymium
O,Samarium
O,Europium
O,Gadolinium
O,Terbium
O,Dysprosium
O,Holmium
O,Erbium
O,Thulium
O,Ytterbium
O,Lutetium
O,Yttrium
O,Scandium
O,La
O,Ce
O,Pr
O,Nd
O,Sm
O,Eu
O,Gd
O,Tb
O,Dy
O,Ho
O,Er
O,Tm
O,Yb
O,Lu
O,Y
O,Sc
O,🗸
O,🗸
O,🗸
O,🗸
O,🗸
O,🗸
O,🗸
O,🗸
O,These
O,REE
O,not
O,previously
O,assayed
O,for
O,in
O,historical
O,drilling
O,
O,Assays
O,results
O,show
O,grades
O,up
O,to
O,2
O,","
O,563ppm
O,REO
O,(
O,La
O,O
O,+
O,CeO
O,+
O,Y
O,O
O,)
O,2
O,3
O,2
O,2
O,3
O,only
O,accounting
O,for
O,three
O,of
O,the
O,15
O,rare
O,earth
O,elements
O,
O,65
O,of
O,the
O,147
O,holes
O,(
O,44%
O,)
O,returned
O,>200ppm
O,REO
O,(
O,La
O,O
O,+
O,CeO
O,+
O,Y
O,O
O,)
O,2
O,3
O,2
O,2
O,3
O,
O,Analysis
O,of
O,reported
O,results
O,from
O,other
O,explorers
O,in
O,the
O,province
O,show
O,that
O,the
O,three
O,elements
O,used
O,to
O,calculate
O,the
O,REO
O,grade
O,for
O,Cascade
O,make
O,up
O,between
O,50-60%
O,of
O,the
O,total
O,rare
O,earth
O,oxide
O,(
O,TREO
O,)
O,grade
O,Meeka
O,Gold
O,Limited
O,(
O,ASX
O,:
O,MEK
O,)
O,(
O,“
O,Meeka
O,”
O,or
O,“
O,the
O,Company
O,”
O,)
O,is
O,pleased
O,to
O,release
O,a
O,partial
O,suite
O,of
O,REO
O,results
O,compiled
O,from
O,historical
O,drill
O,records
O,for
O,the
O,Cascade
O,Rare
O,Earth
O,Project
O,","
O,which
O,covers
O,2
O,","
O,068km2
O,of
O,the
O,Albany-Fraser
O,Mobile
O,Belt.
O,The
O,grades
O,only
O,reflect
O,the
O,end
O,of
O,hole
O,REO
O,grades
O,as
O,the
O,full
O,length
O,of
O,the
O,hole
O,was
O,not
O,analysed
O,for
O,REE.
O,These
O,results
O,also
O,only
O,include
O,three
O,of
O,the
O,total
O,15
O,REE.
O,The
O,remaining
O,12
O,elements
O,were
O,not
O,analysed
O,as
O,part
O,of
O,the
O,historical
O,test
O,work.
O,Significant
O,end
O,of
O,hole
O,REO
O,(
O,La
O,O
O,+
O,CeO
O,+
O,Y
O,O
O,)
O,results
O,include
O,:
O,2
O,3
O,2
O,2
O,3
B-E,
B-P,2563ppm
B-E,at
B-D,37m
B-E,to
B-D,38m
B-H,downhole
I-H,MGA118
B-E,
B-P,1275ppm
B-E,at
B-D,31m
B-E,to
B-D,32m
B-H,downhole
I-H,MGA076
B-E,
B-P,1260ppm
B-E,at
B-D,23m
B-E,to
B-D,24m
B-H,downhole
I-H,MGA090
B-E,
B-P,868ppm
B-E,at
B-D,15m
B-E,to
B-D,16m
B-H,downhole
I-H,MGA146
B-E,
B-P,861ppm
B-E,at
B-D,32m
B-E,to
B-D,33m
B-H,downhole
I-H,MGA076
B-E,
B-P,805ppm
B-E,at
B-D,56m
B-E,to
B-D,57m
B-H,downhole
I-H,MGA132
B-E,
B-P,763ppm
B-E,at
B-D,13m
B-E,to
B-D,14m
B-H,downhole
I-H,MGA208
B-E,
B-P,729ppm
B-E,at
B-D,13m
B-E,to
B-D,14m
B-H,downhole
I-H,MGA089
B-E,
B-P,649ppm
B-E,at
B-D,71m
B-E,to
B-D,72m
B-H,downhole
I-H,MGA277
B-E,
B-P,574ppm
B-E,at
B-D,19m
B-E,to
B-D,20m
B-H,downhole
I-H,MGA178
B-E,
B-P,546ppm
B-E,at
B-D,15m
B-E,to
B-D,16m
B-H,downhole
I-H,MGA282
B-E,
