tag,sentence
O,ASX
O,Announcement
O,6th
O,October
O,2021
O,St
O,Anne
O,’
O,s
O,Drilling
O,Returns
O,31.2g/t
O,Gold
O,Highlights
O,:
O,•
O,Final
O,1m
O,sample
O,results
O,from
O,Phase
O,1
O,drilling
O,at
O,St
O,Anne
O,’
O,s
O,returns
O,grade
O,of
B-P,31.2g/t
B-M,gold
O,:
B-E,o
B-D,3.0m
B-E,@
B-P,13.82g/t
B-M,Au
B-E,(
I-E,incl.
B-D,1.0m
B-E,@
B-P,31.20g/t
B-M,Au
B-E,)
I-E,from
B-D,103m
B-H,(
I-H,21GNRC0010
I-H,)
O,•
O,Judy
O,North
O,drilling
O,identified
O,extension
O,of
O,high-grade
O,mineralisation
O,70m
O,down
O,plunge
O,from
O,historic
O,drilling
O,with
O,intercept
O,:
B-E,o
B-D,5.0m
B-E,@
B-P,2.96g/t
B-M,Au
B-E,(
I-E,incl.
B-D,2m
B-E,@
B-P,5.95g/t
B-M,Au
B-E,)
I-E,from
B-D,154m
B-H,(
I-H,21AWRC0005
I-H,)
O,•
O,Screen
O,fire
O,assay
O,and
O,1m
O,sample
O,results
O,of
O,Suzie
O,North
O,high-grade
O,intercepts
O,demonstrate
O,the
O,very
O,nuggetty
O,nature
O,of
O,the
O,Andy
O,Well
O,mineralisation
O,with
O,previous
O,reported
O,results
O,upgraded
O,to
O,:
B-E,o
B-D,7.0m
B-E,@
B-P,2.60g/t
B-M,Au
B-E,(
I-E,incl.
B-D,1.0m
B-E,@
B-P,14.45g/t
B-M,Au
B-E,)
I-E,from
B-D,121m
B-E,in
B-H,21AWRC0003
B-E,o
B-D,1.0m
B-E,@
B-P,6.69g/t
B-M,Au
B-E,from
B-D,84m
B-E,in
B-H,21AWRC0003
O,Latitude
O,Consolidated
O,Limited
O,(
O,ASX
O,:
O,LCD
O,)
O,(
O,“
O,Latitude
O,”
O,or
O,“
O,the
O,Company
O,”
O,)
O,is
O,pleased
O,to
O,report
O,the
O,final
O,assay
O,results
O,from
O,the
O,Phase
O,1
O,drill
O,program
O,at
O,the
O,Company
O,’
O,s
O,Murchison
O,Gold
O,Project
O,in
O,Western
O,Australia.
O,This
O,release
O,relates
O,to
O,drilling
O,completed
O,at
O,Judy
O,North
O,","
O,Suzie
O,North
O,and
O,results
O,from
O,1m
O,samples
O,of
O,previously
O,reported
O,4m
O,composite
O,grades
O,at
O,St
O,Anne
O,’
O,s.
O,Latitude
O,Consolidated
O,Limited
O,www.latitudeconsolidated.com.au
O,Ground
O,Floor
O,","
O,16
O,Ord
O,Street
O,","
O,West
O,Perth
O,WA
O,6005
O,ASX
O,:
O,LCD
O,Commenting
O,on
O,the
O,final
O,Phase
O,1
O,drilling
O,results
O,","
O,CEO
O,Tim
O,Davidson
O,said
O,:
O,“
O,We
O,are
O,excited
O,by
O,the
O,extremely
O,high
O,grades
O,returned
O,from
O,St
O,Anne
O,’
O,s
O,which
O,is
O,an
O,important
O,exploration
O,target
O,for
O,us.
O,Importantly
O,","
O,St
O,Anne
O,’
O,s
O,is
O,our
O,second
O,drill
O,location
O,during
O,our
O,recently
O,commenced
O,Phase
O,2
O,drill
O,program
O,and
O,we
O,look
O,forward
O,to
O,expanding
O,on
O,these
O,results
O,when
O,drilling
O,commences
O,there
O,in
O,the
O,December
O,quarter.
O,We
O,are
O,also
O,pleased
O,with
O,the
O,initial
O,results
O,from
O,Judy
O,North
O,where
O,we
O,confirmed
O,the
O,northern
O,extension
O,of
O,the
O,high-grade
O,mineralisation
O,","
O,which
O,currently
O,contains
O,141
O,","
O,000
O,ounces
O,of
O,gold
O,in
O,Mineral
O,Resource.
O,The
O,Andy
O,Well
O,results
O,also
O,demonstrate
O,the
O,very
O,high
O,grade
O,","
O,but
O,extremely
O,nuggety
O,nature
O,of
O,the
O,of
O,the
O,mineralisation
O,with
O,screen
O,fire
O,assay
O,results
O,uplifting
O,the
O,grade
O,of
O,one
O,intercept
O,by
O,50%
O,and
O,the
O,1m
O,sample
O,for
O,another
O,intercept
O,in
O,the
O,same
O,hole
O,returning
O,a
O,grade
O,of
O,6.69g/t
O,","
O,significantly
O,higher
O,than
O,would
O,be
O,expected
O,based
O,on
O,the
O,4m
O,composite
O,grade
O,originally
O,returned
O,from
O,the
O,laboratory.
O,With
O,this
O,in
O,mind
O,","
O,future
O,drilling
O,of
O,the
O,very
O,high-grade
O,mineralisation
O,at
O,Andy
O,Well
O,will
O,primarily
O,be
O,performed
O,with
O,diamond
O,drilling
O,to
O,allow
O,the
O,geology
O,team
O,to
O,better
O,interpret
O,and
O,sample
O,the
O,mineralisation.
O,With
O,these
O,results
O,in
